param-n,build-real,build-sys,build-user,build-and-refine-real,build-and-refine-sys,build-and-refine-user,refine-real,refine-sys,refine-user,to-constr-real,to-constr-sys,to-constr-user,type-of-real,type-of-sys,type-of-user
130,0.003,0.,0.003,0.053,0.,0.053,0.,0.,0.,0.032,0.,0.032,0.016,0.,0.016
131,0.003,0.,0.003,0.064,0.,0.064,0.003,0.,0.003,0.035,0.,0.035,0.021,0.,0.021
132,0.004,0.,0.004,0.063,0.,0.063,0.003,0.,0.003,0.031,0.,0.031,0.023,0.,0.023
133,0.003,0.,0.003,0.056,0.003,0.052,0.,0.,0.,0.034,0.003,0.03,0.017,0.,0.017
134,0.003,0.,0.003,0.066,0.,0.066,0.003,0.,0.003,0.037,0.,0.037,0.022,0.,0.022
135,0.003,0.,0.003,0.064,0.,0.064,0.003,0.,0.003,0.033,0.,0.033,0.023,0.,0.023
136,0.003,0.,0.003,0.059,0.,0.059,0.001,0.,0.001,0.035,0.,0.035,0.018,0.,0.018
137,0.003,0.,0.003,0.068,0.,0.068,0.,0.,0.,0.037,0.,0.037,0.026,0.,0.026
138,0.003,0.,0.003,0.071,0.,0.071,0.003,0.,0.003,0.039,0.,0.039,0.024,0.,0.024
139,0.003,0.,0.003,0.069,0.,0.069,0.002,0.,0.002,0.037,0.,0.037,0.025,0.,0.025
140,0.003,0.,0.003,0.061,0.,0.061,0.,0.,0.,0.037,0.,0.037,0.019,0.,0.019
141,0.003,0.,0.003,0.074,0.,0.074,0.,0.,0.,0.041,0.,0.041,0.028,0.,0.028
142,0.003,0.,0.003,0.073,0.,0.073,0.003,0.,0.003,0.041,0.,0.041,0.025,0.,0.025
143,0.003,0.,0.003,0.071,0.,0.071,0.002,0.,0.002,0.039,0.,0.039,0.025,0.,0.025
144,0.003,0.,0.003,0.066,0.,0.066,0.001,0.,0.001,0.039,0.,0.039,0.021,0.,0.021
145,0.003,0.,0.003,0.071,0.,0.071,0.,0.,0.,0.04,0.,0.04,0.027,0.,0.027
146,0.003,0.,0.003,0.083,0.,0.083,0.,0.,0.,0.044,0.,0.044,0.034,0.,0.034
147,0.003,0.,0.003,0.076,0.,0.076,0.003,0.,0.003,0.041,0.,0.041,0.027,0.,0.027
148,0.003,0.,0.003,0.076,0.003,0.072,0.003,0.003,0.,0.042,0.,0.042,0.026,0.,0.026
149,0.004,0.,0.004,0.074,0.,0.074,0.002,0.,0.002,0.043,0.,0.043,0.025,0.,0.025
150,0.003,0.,0.003,0.07,0.,0.07,0.001,0.,0.001,0.043,0.,0.043,0.021,0.,0.021
151,0.004,0.,0.004,0.079,0.,0.079,0.,0.,0.,0.043,0.,0.043,0.03,0.,0.03
152,0.004,0.,0.004,0.085,0.,0.085,0.,0.,0.,0.044,0.,0.044,0.035,0.,0.035
153,0.004,0.,0.004,0.089,0.,0.089,0.,0.,0.,0.046,0.,0.046,0.038,0.,0.038
154,0.004,0.,0.004,0.084,0.,0.084,0.004,0.,0.004,0.046,0.,0.046,0.029,0.,0.029
155,0.004,0.,0.004,0.084,0.,0.084,0.004,0.,0.004,0.046,0.,0.046,0.029,0.,0.029
156,0.004,0.,0.004,0.084,0.,0.084,0.003,0.,0.003,0.046,0.,0.046,0.03,0.,0.03
157,0.004,0.,0.004,0.083,0.,0.083,0.003,0.,0.003,0.046,0.,0.046,0.028,0.,0.028
158,0.004,0.,0.004,0.084,0.,0.084,0.002,0.,0.002,0.048,0.,0.048,0.029,0.,0.029
159,0.004,0.,0.004,0.083,0.,0.083,0.002,0.,0.002,0.047,0.,0.047,0.028,0.,0.028
160,0.004,0.,0.004,0.084,0.,0.084,0.001,0.,0.001,0.05,0.,0.05,0.028,0.,0.028
161,0.004,0.,0.004,0.084,0.,0.084,0.001,0.,0.001,0.049,0.,0.049,0.028,0.,0.028
162,0.004,0.,0.004,0.081,0.,0.081,0.001,0.,0.001,0.049,0.,0.049,0.025,0.,0.025
163,0.004,0.,0.004,0.086,0.,0.086,0.004,0.,0.004,0.05,0.,0.05,0.026,0.,0.026
164,0.004,0.,0.004,0.086,0.,0.086,0.001,0.,0.001,0.051,0.,0.051,0.028,0.,0.028
165,0.004,0.,0.004,0.087,0.,0.087,0.001,0.,0.001,0.051,0.,0.051,0.029,0.,0.029
166,0.004,0.,0.004,0.089,0.,0.089,0.002,0.,0.002,0.052,0.,0.052,0.029,0.,0.029
167,0.004,0.,0.004,0.091,0.,0.091,0.002,0.,0.002,0.052,0.,0.052,0.031,0.,0.031
168,0.004,0.,0.004,0.092,0.004,0.088,0.002,0.,0.002,0.053,0.003,0.049,0.031,0.,0.031
169,0.004,0.,0.004,0.094,0.,0.094,0.003,0.,0.003,0.053,0.,0.053,0.032,0.,0.032
170,0.004,0.,0.004,0.098,0.,0.098,0.004,0.,0.004,0.055,0.,0.055,0.034,0.,0.034
171,0.004,0.,0.004,0.103,0.,0.103,0.004,0.,0.004,0.057,0.,0.057,0.036,0.,0.036
172,0.006,0.,0.006,0.098,0.,0.098,0.002,0.,0.002,0.055,0.,0.055,0.034,0.,0.034
173,0.004,0.,0.004,0.101,0.,0.101,0.003,0.,0.003,0.056,0.,0.056,0.037,0.,0.037
174,0.004,0.,0.004,0.106,0.,0.106,0.003,0.,0.003,0.059,0.,0.059,0.038,0.,0.038
175,0.004,0.,0.004,0.106,0.,0.106,0.004,0.,0.004,0.061,0.,0.061,0.036,0.,0.036
176,0.006,0.,0.006,0.11,0.,0.11,0.,0.,0.,0.059,0.,0.059,0.043,0.,0.043
177,0.004,0.,0.004,0.113,0.,0.113,0.,0.,0.,0.065,0.,0.065,0.042,0.,0.042
178,0.004,0.,0.004,0.105,0.,0.105,0.,0.,0.,0.07,0.,0.07,0.029,0.,0.029
179,0.013,0.,0.013,0.116,0.003,0.112,0.002,0.,0.002,0.06,0.003,0.056,0.038,0.,0.038
180,0.004,0.,0.004,0.113,0.,0.113,0.004,0.,0.004,0.062,0.,0.062,0.04,0.,0.04
181,0.004,0.,0.004,0.115,0.,0.115,0.,0.,0.,0.064,0.,0.064,0.045,0.,0.045
182,0.004,0.,0.004,0.118,0.,0.118,0.,0.,0.,0.067,0.,0.067,0.044,0.,0.044
183,0.004,0.,0.004,0.122,0.003,0.118,0.001,0.,0.001,0.075,0.003,0.071,0.04,0.,0.04
184,0.004,0.,0.004,0.115,0.,0.115,0.003,0.,0.003,0.064,0.,0.064,0.042,0.,0.042
185,0.004,0.,0.004,0.12,0.,0.12,0.,0.,0.,0.066,0.,0.066,0.047,0.,0.047
186,0.004,0.,0.004,0.119,0.,0.119,0.001,0.,0.001,0.067,0.,0.067,0.045,0.,0.045
187,0.004,0.,0.004,0.124,0.,0.124,0.002,0.,0.002,0.075,0.,0.075,0.04,0.,0.04
188,0.004,0.,0.004,0.124,0.,0.124,0.,0.,0.,0.069,0.,0.069,0.049,0.,0.049
189,0.004,0.,0.004,0.122,0.,0.122,0.001,0.,0.001,0.068,0.,0.068,0.048,0.,0.048
190,0.005,0.,0.005,0.122,0.,0.122,0.002,0.,0.002,0.074,0.,0.074,0.04,0.,0.04
191,0.005,0.,0.005,0.126,0.,0.126,0.001,0.,0.001,0.071,0.,0.071,0.048,0.,0.048
192,0.005,0.,0.005,0.123,0.003,0.119,0.001,0.,0.,0.069,0.,0.069,0.047,0.003,0.043
193,0.008,0.,0.008,0.127,0.,0.127,0.003,0.,0.003,0.073,0.,0.073,0.042,0.,0.042
194,0.005,0.,0.005,0.127,0.003,0.123,0.001,0.,0.001,0.071,0.,0.071,0.049,0.003,0.045
195,0.005,0.,0.005,0.123,0.004,0.119,0.002,0.,0.002,0.075,0.003,0.071,0.04,0.,0.04
196,0.005,0.,0.005,0.13,0.,0.13,0.001,0.,0.001,0.075,0.,0.075,0.048,0.,0.048
197,0.005,0.,0.005,0.131,0.,0.119,0.001,0.,0.001,0.09,0.,0.078,0.035,0.,0.035
198,0.005,0.,0.005,0.128,0.,0.128,0.004,0.,0.004,0.074,0.,0.074,0.044,0.,0.044
199,0.006,0.,0.006,0.131,0.,0.131,0.001,0.,0.001,0.073,0.,0.073,0.05,0.,0.05
200,0.008,0.,0.008,0.134,0.003,0.13,0.003,0.003,0.,0.076,0.,0.076,0.044,0.,0.044
201,0.005,0.,0.005,0.131,0.,0.131,0.001,0.,0.001,0.076,0.,0.075,0.049,0.,0.049
202,0.005,0.,0.005,0.133,0.,0.133,0.003,0.,0.003,0.079,0.,0.079,0.044,0.,0.044
203,0.006,0.,0.006,0.133,0.,0.133,0.001,0.,0.001,0.075,0.,0.075,0.05,0.,0.05
204,0.007,0.,0.007,0.134,0.,0.134,0.001,0.,0.001,0.08,0.,0.08,0.044,0.,0.044
205,0.008,0.,0.008,0.152,0.,0.152,0.001,0.,0.001,0.09,0.,0.09,0.051,0.,0.051
206,0.005,0.,0.005,0.143,0.,0.143,0.001,0.,0.001,0.086,0.,0.086,0.049,0.,0.049
207,0.005,0.,0.005,0.142,0.,0.142,0.001,0.,0.001,0.084,0.,0.084,0.051,0.,0.051
208,0.005,0.,0.005,0.149,0.,0.149,0.002,0.,0.002,0.089,0.,0.089,0.051,0.,0.051
209,0.005,0.,0.005,0.144,0.,0.144,0.001,0.,0.001,0.085,0.,0.085,0.052,0.,0.052
210,0.005,0.,0.005,0.163,0.,0.163,0.001,0.,0.001,0.102,0.,0.102,0.054,0.,0.054
211,0.005,0.,0.005,0.149,0.,0.149,0.001,0.,0.001,0.089,0.,0.089,0.051,0.,0.051
212,0.005,0.,0.005,0.148,0.,0.148,0.001,0.,0.001,0.088,0.,0.088,0.052,0.,0.052
213,0.005,0.,0.005,0.16,0.,0.16,0.001,0.,0.001,0.091,0.,0.091,0.061,0.,0.061
214,0.005,0.,0.005,0.142,0.,0.142,0.001,0.,0.001,0.091,0.,0.091,0.043,0.,0.043
215,0.005,0.,0.005,0.15,0.003,0.146,0.001,0.,0.001,0.088,0.,0.088,0.054,0.003,0.05
216,0.006,0.,0.006,0.156,0.004,0.152,0.001,0.,0.001,0.093,0.,0.093,0.054,0.003,0.05
217,0.005,0.,0.005,0.152,0.,0.152,0.003,0.,0.003,0.091,0.,0.091,0.051,0.,0.051
218,0.006,0.,0.006,0.149,0.001,0.147,0.001,0.001,0.,0.094,0.,0.094,0.046,0.,0.046
219,0.006,0.,0.005,0.157,0.,0.156,0.001,0.,0.001,0.093,0.,0.093,0.055,0.,0.055
220,0.005,0.,0.005,0.164,0.,0.164,0.001,0.,0.001,0.101,0.,0.101,0.056,0.,0.056
221,0.005,0.,0.005,0.158,0.,0.158,0.003,0.,0.003,0.096,0.,0.096,0.052,0.,0.052
222,0.006,0.,0.006,0.151,0.,0.151,0.002,0.,0.002,0.092,0.,0.092,0.049,0.,0.049
223,0.005,0.,0.005,0.155,0.,0.155,0.001,0.,0.001,0.1,0.,0.1,0.047,0.,0.047
224,0.005,0.,0.005,0.162,0.,0.162,0.001,0.,0.001,0.098,0.,0.098,0.056,0.,0.056
225,0.008,0.,0.008,0.167,0.,0.167,0.001,0.,0.001,0.1,0.,0.1,0.056,0.,0.056
226,0.006,0.,0.006,0.169,0.,0.169,0.001,0.,0.001,0.105,0.,0.105,0.056,0.,0.056
227,0.006,0.,0.006,0.169,0.,0.169,0.001,0.,0.001,0.102,0.,0.102,0.059,0.,0.059
228,0.006,0.,0.006,0.163,0.,0.163,0.001,0.,0.001,0.099,0.,0.099,0.055,0.,0.055
229,0.006,0.,0.006,0.176,0.,0.176,0.001,0.,0.001,0.111,0.,0.111,0.057,0.,0.057
230,0.014,0.,0.014,0.186,0.,0.186,0.001,0.,0.001,0.111,0.,0.111,0.057,0.,0.057
231,0.006,0.,0.006,0.186,0.,0.186,0.001,0.,0.001,0.12,0.,0.12,0.058,0.,0.058
232,0.006,0.,0.006,0.185,0.,0.185,0.001,0.,0.001,0.119,0.,0.119,0.057,0.,0.057
233,0.006,0.,0.006,0.187,0.,0.187,0.001,0.,0.001,0.121,0.,0.121,0.058,0.,0.058
234,0.006,0.,0.006,0.186,0.,0.186,0.001,0.,0.001,0.119,0.,0.119,0.059,0.,0.059
235,0.006,0.,0.006,0.184,0.,0.184,0.001,0.,0.001,0.116,0.,0.116,0.059,0.,0.059
236,0.006,0.,0.006,0.177,0.,0.177,0.001,0.,0.001,0.108,0.,0.108,0.06,0.,0.06
237,0.009,0.,0.009,0.184,0.,0.184,0.001,0.,0.001,0.111,0.,0.111,0.061,0.,0.061
238,0.009,0.,0.009,0.191,0.,0.191,0.001,0.,0.001,0.113,0.,0.113,0.066,0.,0.066
239,0.006,0.,0.006,0.19,0.,0.19,0.001,0.,0.001,0.115,0.,0.115,0.066,0.,0.066
240,0.006,0.,0.006,0.183,0.,0.183,0.002,0.,0.002,0.118,0.,0.118,0.056,0.,0.056
241,0.006,0.,0.006,0.176,0.,0.176,0.002,0.,0.002,0.11,0.,0.11,0.057,0.,0.057
242,0.006,0.,0.006,0.185,0.,0.185,0.001,0.,0.001,0.109,0.,0.109,0.066,0.,0.066
243,0.006,0.,0.006,0.185,0.,0.185,0.001,0.,0.001,0.111,0.,0.111,0.065,0.,0.065
244,0.006,0.,0.006,0.19,0.,0.19,0.001,0.,0.001,0.119,0.,0.119,0.062,0.,0.062
245,0.006,0.,0.006,0.199,0.,0.199,0.001,0.,0.001,0.123,0.,0.123,0.067,0.,0.067
246,0.006,0.,0.006,0.192,0.,0.192,0.001,0.,0.001,0.126,0.,0.126,0.057,0.,0.057
247,0.006,0.,0.006,0.189,0.,0.189,0.001,0.,0.001,0.113,0.,0.113,0.067,0.,0.067
248,0.006,0.,0.006,0.202,0.,0.202,0.001,0.,0.001,0.129,0.,0.129,0.064,0.,0.064
249,0.006,0.,0.006,0.202,0.,0.202,0.001,0.,0.001,0.118,0.,0.118,0.075,0.,0.075
