param-n,assert-real,assert-sys,assert-user,build-real,build-sys,build-user,cbn-real,cbn-sys,cbn-user,destruct-real,destruct-sys,destruct-user,record-real,record-sys,record-user
140,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.012,0.,0.012,0.007,0.,0.007
141,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.012,0.,0.012,0.007,0.,0.007
142,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.012,0.,0.012,0.008,0.,0.007
143,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.012,0.,0.012,0.007,0.,0.007
144,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.007,0.,0.007
145,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.008,0.,0.008
146,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.008,0.,0.008
147,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.008,0.,0.008
148,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.008,0.,0.008
149,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.008,0.,0.008
150,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.,0.013,0.008,0.,0.008
151,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.014,0.,0.014,0.008,0.,0.008
152,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.014,0.003,0.01,0.008,0.,0.008
153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.014,0.,0.014,0.008,0.,0.008
154,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.014,0.,0.014,0.008,0.,0.008
155,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.015,0.,0.015,0.008,0.,0.008
156,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.015,0.,0.015,0.008,0.,0.008
157,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.015,0.,0.015,0.009,0.,0.009
158,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.015,0.,0.015,0.009,0.,0.009
159,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.015,0.,0.015,0.008,0.,0.008
160,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.015,0.,0.015,0.013,0.,0.013
161,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.016,0.,0.016,0.009,0.,0.009
162,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.016,0.,0.016,0.009,0.,0.009
163,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.016,0.,0.016,0.009,0.,0.009
164,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017,0.,0.017,0.009,0.,0.009
165,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017,0.,0.017,0.009,0.,0.009
166,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017,0.,0.017,0.009,0.,0.009
167,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017,0.,0.017,0.009,0.,0.009
168,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.018,0.,0.017,0.009,0.,0.009
169,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.026,0.003,0.022,0.01,0.,0.01
170,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.018,0.,0.018,0.009,0.,0.009
171,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.018,0.,0.018,0.01,0.,0.01
172,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.018,0.,0.018,0.01,0.,0.01
173,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.018,0.,0.018,0.01,0.,0.01
174,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.019,0.,0.019,0.01,0.,0.01
175,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.019,0.,0.019,0.01,0.,0.01
176,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.019,0.,0.019,0.01,0.,0.01
177,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.019,0.,0.019,0.01,0.,0.01
178,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.019,0.,0.019,0.01,0.,0.01
179,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.02,0.,0.02,0.01,0.,0.01
180,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.02,0.,0.02,0.011,0.,0.011
181,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.02,0.,0.02,0.01,0.,0.01
182,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.02,0.,0.02,0.011,0.,0.011
183,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.02,0.,0.02,0.011,0.,0.011
184,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.021,0.,0.021,0.011,0.,0.011
185,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.021,0.,0.021,0.011,0.,0.011
186,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.021,0.,0.021,0.011,0.,0.011
187,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.021,0.,0.021,0.011,0.,0.011
188,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.022,0.,0.022,0.011,0.,0.011
189,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.022,0.,0.022,0.011,0.,0.011
190,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.022,0.,0.022,0.011,0.,0.011
191,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.022,0.,0.022,0.012,0.,0.012
192,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.023,0.,0.023,0.012,0.,0.012
193,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.023,0.003,0.019,0.012,0.,0.012
194,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.023,0.,0.023,0.012,0.,0.012
195,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.023,0.012,0.,0.012
196,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.024,0.012,0.,0.012
197,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.024,0.012,0.,0.012
198,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.024,0.02,0.,0.02
199,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.024,0.012,0.,0.012
200,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.025,0.,0.024,0.013,0.,0.013
205,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.026,0.003,0.023,0.011,0.,0.011
210,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.024,0.011,0.,0.011
215,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.025,0.,0.025,0.012,0.,0.012
220,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.027,0.,0.027,0.013,0.,0.013
225,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.028,0.,0.028,0.013,0.,0.013
230,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.029,0.,0.029,0.013,0.,0.013
235,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.031,0.,0.031,0.014,0.,0.014
240,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.033,0.,0.033,0.016,0.,0.016
245,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.034,0.,0.034,0.015,0.003,0.011
250,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.036,0.,0.036,0.015,0.,0.015
255,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.037,0.,0.037,0.016,0.,0.016
260,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.055,0.007,0.047,0.02,0.,0.02
265,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.055,0.,0.054,0.018,0.,0.018
270,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.056,0.,0.056,0.019,0.,0.019
275,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.059,0.,0.059,0.019,0.,0.019
280,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.061,0.,0.061,0.022,0.,0.022
285,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.064,0.,0.064,0.023,0.,0.023
290,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.065,0.,0.065,0.021,0.,0.021
295,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.068,0.,0.068,0.023,0.,0.023
300,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.074,0.,0.074,0.024,0.,0.024
305,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.08,0.,0.08,0.025,0.,0.025
310,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.083,0.,0.083,0.027,0.,0.027
315,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.084,0.,0.084,0.028,0.,0.028
320,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.085,0.004,0.081,0.03,0.,0.03
325,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.087,0.,0.087,0.029,0.,0.029
330,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.089,0.,0.089,0.029,0.,0.029
335,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.093,0.,0.093,0.03,0.,0.03
340,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.098,0.,0.098,0.031,0.,0.031
345,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.1,0.031,0.,0.031
350,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.101,0.,0.101,0.034,0.,0.034
355,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.105,0.,0.105,0.033,0.,0.033
360,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.111,0.,0.111,0.034,0.,0.034
365,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.11,0.,0.11,0.038,0.,0.038
370,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.115,0.,0.115,0.041,0.,0.041
375,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.119,0.,0.119,0.038,0.,0.038
380,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.12,0.,0.12,0.038,0.,0.038
385,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.124,0.,0.124,0.039,0.,0.039
390,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.124,0.,0.124,0.04,0.,0.04
395,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.129,0.,0.129,0.043,0.,0.043
400,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.133,0.,0.133,0.042,0.,0.042
405,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.138,0.003,0.134,0.044,0.,0.044
410,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.141,0.,0.141,0.048,0.,0.048
415,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.142,0.,0.142,0.045,0.,0.045
420,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.147,0.,0.147,0.048,0.,0.048
425,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.15,0.,0.15,0.047,0.,0.047
430,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.153,0.,0.153,0.057,0.,0.056
435,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.155,0.,0.155,0.049,0.,0.049
440,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.17,0.,0.17,0.053,0.,0.053
445,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.166,0.,0.166,0.051,0.,0.051
450,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.168,0.,0.168,0.053,0.,0.053
500,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.232,0.007,0.224,0.065,0.,0.065
600,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.304,0.011,0.292,0.092,0.,0.092
700,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.458,0.023,0.434,0.128,0.,0.128
800,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.534,0.,0.534,0.172,0.,0.172
900,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.65,0.,0.65,0.218,0.,0.218
1000,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.814,0.003,0.81,0.255,0.,0.255
1100,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.969,0.,0.969,0.314,0.,0.314
1200,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.119,0.,1.119,0.356,0.,0.356
1300,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.31,0.,1.31,0.414,0.,0.414
1400,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.513,0.,1.513,0.485,0.,0.485
1500,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.795,0.,1.795,0.548,0.,0.548
